"ITTER107","Territorio","TIPO_DATO15","Tipo dato","SEXISTAT1","Sesso","CAUSEMORTE_SL","Causa iniziale di morte - European Short List","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITC45","Milano","DEATH","morti","1","maschi","2_1_10","di cui tumori maligni del seno","2016","2016",12,,
"ITC44","Sondrio","DEATH","morti","9","totale","2_1_12","di cui tumori maligni di altre parti dell'utero","2016","2016",2,,
"ITC46","Bergamo","DEATH","morti","1","maschi","2_1_14","di cui tumori maligni della prostata","2016","2016",83,,
"ITC45","Milano","DEATH","morti","2","femmine","2_1_15","di cui tumori maligni del rene","2016","2016",77,,
"ITC46","Bergamo","DEATH","morti","1","maschi","2_1_17","di cui tumori maligni del cervello e del sistema nervoso centrale","2016","2016",46,,
"ITC45","Milano","DEATH","morti","2","femmine","2_1_18","di cui tumori maligni della tiroide","2016","2016",15,,
"ITC46","Bergamo","DEATH","morti","1","maschi","2_1_20","di cui leucemia","2016","2016",44,,
"ITC45","Milano","DEATH","morti","2","femmine","2_1_21","di cui altri tumori maligni del tessuto linfatico/ematopoietico","2016","2016",105,,
"ITC44","Sondrio","DEATH","morti","1","maschi","2_1_22","di cui altri tumori maligni","2016","2016",42,,
"ITC46","Bergamo","DEATH","morti","1","maschi","2_2","tumori non maligni (benigni e di comportamento incerto)","2016","2016",77,,
"ITC44","Sondrio","DEATH","morti","9","totale","3","malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario","2016","2016",10,,
"ITC44","Sondrio","DEATH","morti","2","femmine","4","malattie endocrine, nutrizionali e metaboliche","2016","2016",24,,
"ITC42","Como","DEATH","morti","2","femmine","4_1","diabete mellito","2016","2016",83,,
"ITC46","Bergamo","DEATH","morti","1","maschi","4_1","diabete mellito","2016","2016",112,,
"ITC42","Como","DEATH","morti","1","maschi","4_2","altre malattie endocrine, nutrizionali e metaboliche","2016","2016",28,,
"ITC42","Como","DEATH","morti","2","femmine","4_2","altre malattie endocrine, nutrizionali e metaboliche","2016","2016",26,,
"ITC44","Sondrio","DEATH","morti","9","totale","4_2","altre malattie endocrine, nutrizionali e metaboliche","2016","2016",10,,
"ITC44","Sondrio","DEATH","morti","2","femmine","5","disturbi psichici e comportamentali","2016","2016",53,,
"ITC43","Lecco","DEATH","morti","9","totale","5_1","demenza","2016","2016",140,,
"ITC45","Milano","DEATH","morti","1","maschi","5_1","demenza","2016","2016",248,,
"ITC46","Bergamo","DEATH","morti","1","maschi","5_1","demenza","2016","2016",103,,
"ITC42","Como","DEATH","morti","1","maschi","5_2","abuso di alcool (compresa psicosi alcolica)","2016","2016",2,,
"ITC44","Sondrio","DEATH","morti","9","totale","5_2","abuso di alcool (compresa psicosi alcolica)","2016","2016",2,,
"ITC43","Lecco","DEATH","morti","9","totale","5_4","altri disturbi psichici e comportamentali","2016","2016",7,,
"ITC45","Milano","DEATH","morti","1","maschi","5_4","altri disturbi psichici e comportamentali","2016","2016",23,,
"ITC42","Como","DEATH","morti","1","maschi","6","malattie del sistema nervoso e degli organi di senso","2016","2016",115,,
"ITC42","Como","DEATH","morti","2","femmine","6","malattie del sistema nervoso e degli organi di senso","2016","2016",159,,
"ITC43","Lecco","DEATH","morti","2","femmine","6","malattie del sistema nervoso e degli organi di senso","2016","2016",97,,
"ITC44","Sondrio","DEATH","morti","9","totale","6","malattie del sistema nervoso e degli organi di senso","2016","2016",100,,
"ITC45","Milano","DEATH","morti","1","maschi","6","malattie del sistema nervoso e degli organi di senso","2016","2016",641,,
"ITC44","Sondrio","DEATH","morti","2","femmine","6_1","morbo di parkinson","2016","2016",9,,
"ITC43","Lecco","DEATH","morti","9","totale","6_2","malattia di alzheimer","2016","2016",53,,
"ITC45","Milano","DEATH","morti","1","maschi","6_2","malattia di alzheimer","2016","2016",177,,
"ITC42","Como","DEATH","morti","2","femmine","6_3","altre malattie del sistema nervoso e degli organi di senso","2016","2016",57,,
"ITC43","Lecco","DEATH","morti","2","femmine","6_3","altre malattie del sistema nervoso e degli organi di senso","2016","2016",36,,
"ITC45","Milano","DEATH","morti","1","maschi","6_3","altre malattie del sistema nervoso e degli organi di senso","2016","2016",275,,
"ITC43","Lecco","DEATH","morti","9","totale","7_1","malattie ischemiche del cuore","2016","2016",274,,
"ITC44","Sondrio","DEATH","morti","9","totale","7_1","malattie ischemiche del cuore","2016","2016",211,,
"ITC45","Milano","DEATH","morti","1","maschi","7_1","malattie ischemiche del cuore","2016","2016",1461,,
"ITC43","Lecco","DEATH","morti","2","femmine","7_1_1","di cui infarto miocardico acuto","2016","2016",47,,
"ITC45","Milano","DEATH","morti","1","maschi","7_1_1","di cui infarto miocardico acuto","2016","2016",529,,
"ITC46","Bergamo","DEATH","morti","1","maschi","7_1_2","du cui altre malattie ischemiche del cuore","2016","2016",293,,
"ITC44","Sondrio","DEATH","morti","1","maschi","7_3","malattie cerebrovascolari","2016","2016",39,,
"ITC45","Milano","DEATH","morti","1","maschi","7_3","malattie cerebrovascolari","2016","2016",907,,
"ITC46","Bergamo","DEATH","morti","1","maschi","7_4","altre malattie del sistema circolatorio","2016","2016",185,,
"ITC45","Milano","DEATH","morti","2","femmine","8","malattie del sistema respiratorio","2016","2016",1146,,
"ITC46","Bergamo","DEATH","morti","1","maschi","8_2","polmonite","2016","2016",114,,
"ITC45","Milano","DEATH","morti","2","femmine","8_3","malattie croniche delle basse vie respiratorie","2016","2016",513,,
"ITC46","Bergamo","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2016","2016",201,,
"ITC45","Milano","DEATH","morti","2","femmine","8_4","altre malattie del sistema respiratorio","2016","2016",290,,
"ITC46","Bergamo","DEATH","morti","1","maschi","9_1","ulcera dello stomaco, duodeno e digiuno","2016","2016",2,,
"ITC45","Milano","DEATH","morti","2","femmine","9_2","cirrosi, fibrosi ed epatite cronica","2016","2016",92,,
"ITC42","Como","DEATH","morti","2","femmine","10","malattie della cute e del tessuto sottocutaneo","2016","2016",3,,
"ITC46","Bergamo","DEATH","morti","1","maschi","10","malattie della cute e del tessuto sottocutaneo","2016","2016",5,,
"ITC42","Como","DEATH","morti","1","maschi","11","malattie del sistema osteomuscolare e del tessuto connettivo","2016","2016",4,,
"ITC44","Sondrio","DEATH","morti","2","femmine","11_1","artrite reumatoide a osteoartrosi","2016","2016",4,,
"ITC46","Bergamo","DEATH","morti","1","maschi","11_2","altre malattie del sistema osteomuscolare e del tessuto connettivo","2016","2016",17,,
"ITC42","Como","DEATH","morti","1","maschi","12","malattie dell'apparato genitourinario","2016","2016",54,,
"ITC42","Como","DEATH","morti","2","femmine","12","malattie dell'apparato genitourinario","2016","2016",63,,
"ITC44","Sondrio","DEATH","morti","2","femmine","12_1","malattie del rene e dell'uretere","2016","2016",15,,
"ITC42","Como","DEATH","morti","2","femmine","12_2","altre malattie dell'apparato genitourinario","2016","2016",24,,
"ITC43","Lecco","DEATH","morti","9","totale","12_2","altre malattie dell'apparato genitourinario","2016","2016",18,,
"ITC45","Milano","DEATH","morti","1","maschi","12_2","altre malattie dell'apparato genitourinario","2016","2016",85,,
"ITC46","Bergamo","DEATH","morti","1","maschi","12_2","altre malattie dell'apparato genitourinario","2016","2016",9,,
"ITC43","Lecco","DEATH","morti","9","totale","15","malformazioni congenite ed anomalie cromosomiche","2016","2016",6,,
"ITC45","Milano","DEATH","morti","1","maschi","15","malformazioni congenite ed anomalie cromosomiche","2016","2016",35,,
"ITC42","Como","DEATH","morti","1","maschi","16","sintomi, segni, risultati anomali e cause mal definite","2016","2016",47,,
"ITC42","Como","DEATH","morti","2","femmine","16","sintomi, segni, risultati anomali e cause mal definite","2016","2016",105,,
"ITC43","Lecco","DEATH","morti","2","femmine","16","sintomi, segni, risultati anomali e cause mal definite","2016","2016",36,,
"ITC44","Sondrio","DEATH","morti","2","femmine","16","sintomi, segni, risultati anomali e cause mal definite","2016","2016",13,,
"ITC44","Sondrio","DEATH","morti","9","totale","16","sintomi, segni, risultati anomali e cause mal definite","2016","2016",21,,
"ITC45","Milano","DEATH","morti","1","maschi","16","sintomi, segni, risultati anomali e cause mal definite","2016","2016",160,,
"ITC43","Lecco","DEATH","morti","9","totale","16_2","cause sconosciute e non specificate","2016","2016",2,,
"ITC45","Milano","DEATH","morti","1","maschi","16_2","cause sconosciute e non specificate","2016","2016",37,,
"ITC42","Como","DEATH","morti","2","femmine","16_3","altri sintomi, segni, risultati anomali e cause mal definite","2016","2016",101,,
"ITC43","Lecco","DEATH","morti","2","femmine","16_3","altri sintomi, segni, risultati anomali e cause mal definite","2016","2016",35,,
"ITC46","Bergamo","DEATH","morti","1","maschi","17","cause esterne di traumatismo e avvelenamento","2016","2016",240,,
"ITC43","Lecco","DEATH","morti","9","totale","17_1","accidenti","2016","2016",94,,
"ITC43","Lecco","DEATH","morti","2","femmine","17_1_1","di cui accidenti di trasporto","2016","2016",4,,
"ITC45","Milano","DEATH","morti","1","maschi","17_1_1","di cui accidenti di trasporto","2016","2016",109,,
"ITC46","Bergamo","DEATH","morti","1","maschi","17_1_2","di cui cadute accidentali","2016","2016",32,,
"ITC46","Bergamo","DEATH","morti","1","maschi","17_1_5","di cui altri accidenti","2016","2016",74,,
"ITC45","Milano","DEATH","morti","2","femmine","17_2","suicidio e autolesione intenzionale","2016","2016",52,,
"ITC45","Milano","DEATH","morti","1","maschi","17_3","omicidio, aggressione","2016","2016",11,,
"ITC45","Milano","DEATH","morti","2","femmine","17_5","altre cause esterne di traumatismo e avvelenamento","2016","2016",15,,
"ITC45","Milano","DEATH","morti","1","maschi","99","totale","2016","2016",14496,,
"ITC43","Lecco","DEATH","morti","9","totale","1","alcune malattie infettive e parassitarie","2016","2016",72,,
"ITC45","Milano","DEATH","morti","1","maschi","1","alcune malattie infettive e parassitarie","2016","2016",377,,
"ITC46","Bergamo","DEATH","morti","9","totale","1","alcune malattie infettive e parassitarie","2016","2016",185,,
"ITC46","Bergamo","DEATH","morti","2","femmine","1_1","tubercolosi","2016","2016",2,,
"ITC42","Como","DEATH","morti","9","totale","1_2","aids (malattia da hiv)","2016","2016",5,,
"ITC46","Bergamo","DEATH","morti","2","femmine","1_2","aids (malattia da hiv)","2016","2016",2,,
"ITC42","Como","DEATH","morti","2","femmine","1_3","epatite virale","2016","2016",16,,
"ITC45","Milano","DEATH","morti","1","maschi","1_3","epatite virale","2016","2016",80,,
"ITC45","Milano","DEATH","morti","9","totale","1_4","altre malattie infettive e parassitarie","2016","2016",545,,
"ITC43","Lecco","DEATH","morti","1","maschi","2","tumori","2016","2016",508,,
"ITC45","Milano","DEATH","morti","2","femmine","2","tumori","2016","2016",4911,,
"ITC46","Bergamo","DEATH","morti","2","femmine","2","tumori","2016","2016",1472,,
"ITC41","Varese","DEATH","morti","1","maschi","2_1","tumori maligni","2016","2016",1443,,
"ITC45","Milano","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2016","2016",212,,
"ITC46","Bergamo","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2016","2016",61,,
"ITC45","Milano","DEATH","morti","2","femmine","2_1_2","di cui tumori maligni dell'esofago","2016","2016",29,,
"ITC46","Bergamo","DEATH","morti","2","femmine","2_1_2","di cui tumori maligni dell'esofago","2016","2016",11,,
"ITC41","Varese","DEATH","morti","1","maschi","2_1_3","di cui tumori maligni dello stomaco","2016","2016",83,,
"ITC45","Milano","DEATH","morti","9","totale","2_1_4","di cui tumori maligni del colon, del retto e dell'ano","2016","2016",1025,,
"ITC45","Milano","DEATH","morti","2","femmine","2_1_5","di cui tumori maligni del fegato e dei dotti biliari intraepatici","2016","2016",208,,
"ITC46","Bergamo","DEATH","morti","2","femmine","2_1_5","di cui tumori maligni del fegato e dei dotti biliari intraepatici","2016","2016",104,,
"ITC41","Varese","DEATH","morti","1","maschi","2_1_6","di cui tumori maligni del pancreas","2016","2016",74,,
"ITC47","Brescia","DEATH","morti","1","maschi","2_1_6","di cui tumori maligni del pancreas","2016","2016",152,,
"ITC45","Milano","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2016","2016",79,,
"ITC46","Bergamo","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2016","2016",32,,
"ITC45","Milano","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2016","2016",677,,
"ITC46","Bergamo","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2016","2016",190,,
"ITC41","Varese","DEATH","morti","1","maschi","2_1_9","di cui melanomi maligni della cute","2016","2016",19,,
"ITC47","Brescia","DEATH","morti","1","maschi","2_1_9","di cui melanomi maligni della cute","2016","2016",28,,
"ITC46","Bergamo","DEATH","morti","2","femmine","2_1_11","di cui tumori maligni della cervice uterina","2016","2016",10,,
"ITC46","Bergamo","DEATH","morti","2","femmine","2_1_13","di cui tumori maligni dell'ovaio","2016","2016",60,,
"ITC47","Brescia","DEATH","morti","1","maschi","2_1_15","di cui tumori maligni del rene","2016","2016",60,,
"ITC46","Bergamo","DEATH","morti","2","femmine","2_1_17","di cui tumori maligni del cervello e del sistema nervoso centrale","2016","2016",26,,
"ITC46","Bergamo","DEATH","morti","9","totale","2_1_17","di cui tumori maligni del cervello e del sistema nervoso centrale","2016","2016",72,,
"ITC46","Bergamo","DEATH","morti","2","femmine","2_1_18","di cui tumori maligni della tiroide","2016","2016",7,,
"ITC46","Bergamo","DEATH","morti","2","femmine","2_1_19","di cui morbo di hodgkin e linfomi","2016","2016",55,,
"ITC45","Milano","DEATH","morti","1","maschi","2_1_20","di cui leucemia","2016","2016",185,,
"ITC46","Bergamo","DEATH","morti","2","femmine","2_1_20","di cui leucemia","2016","2016",37,,
"ITC46","Bergamo","DEATH","morti","9","totale","2_1_20","di cui leucemia","2016","2016",81,,
"ITC43","Lecco","DEATH","morti","2","femmine","2_1_21","di cui altri tumori maligni del tessuto linfatico/ematopoietico","2016","2016",8,,
"ITC46","Bergamo","DEATH","morti","2","femmine","2_1_21","di cui altri tumori maligni del tessuto linfatico/ematopoietico","2016","2016",32,,
"ITC43","Lecco","DEATH","morti","1","maschi","2_1_22","di cui altri tumori maligni","2016","2016",58,,
"ITC46","Bergamo","DEATH","morti","2","femmine","2_1_22","di cui altri tumori maligni","2016","2016",178,,
"ITC43","Lecco","DEATH","morti","9","totale","2_2","tumori non maligni (benigni e di comportamento incerto)","2016","2016",48,,
"ITC45","Milano","DEATH","morti","1","maschi","2_2","tumori non maligni (benigni e di comportamento incerto)","2016","2016",274,,
"ITC46","Bergamo","DEATH","morti","9","totale","2_2","tumori non maligni (benigni e di comportamento incerto)","2016","2016",139,,
"ITC43","Lecco","DEATH","morti","2","femmine","3","malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario","2016","2016",6,,
"ITC46","Bergamo","DEATH","morti","2","femmine","3","malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario","2016","2016",27,,
"ITC42","Como","DEATH","morti","9","totale","4","malattie endocrine, nutrizionali e metaboliche","2016","2016",203,,
"ITC43","Lecco","DEATH","morti","1","maschi","4","malattie endocrine, nutrizionali e metaboliche","2016","2016",49,,
"ITC46","Bergamo","DEATH","morti","2","femmine","4","malattie endocrine, nutrizionali e metaboliche","2016","2016",187,,
"ITC43","Lecco","DEATH","morti","9","totale","4_1","diabete mellito","2016","2016",78,,
"ITC45","Milano","DEATH","morti","1","maschi","4_1","diabete mellito","2016","2016",347,,
"ITC43","Lecco","DEATH","morti","2","femmine","4_2","altre malattie endocrine, nutrizionali e metaboliche","2016","2016",9,,
"ITC45","Milano","DEATH","morti","9","totale","4_2","altre malattie endocrine, nutrizionali e metaboliche","2016","2016",256,,
"ITC42","Como","DEATH","morti","9","totale","5","disturbi psichici e comportamentali","2016","2016",205,,
"ITC43","Lecco","DEATH","morti","1","maschi","5","disturbi psichici e comportamentali","2016","2016",55,,
"ITC45","Milano","DEATH","morti","2","femmine","5","disturbi psichici e comportamentali","2016","2016",596,,
"ITC46","Bergamo","DEATH","morti","2","femmine","5","disturbi psichici e comportamentali","2016","2016",264,,
"ITC41","Varese","DEATH","morti","1","maschi","5_1","demenza","2016","2016",93,,
"ITC42","Como","DEATH","morti","2","femmine","5_1","demenza","2016","2016",139,,
"ITC45","Milano","DEATH","morti","9","totale","5_2","abuso di alcool (compresa psicosi alcolica)","2016","2016",10,,
"ITC41","Varese","DEATH","morti","1","maschi","5_4","altri disturbi psichici e comportamentali","2016","2016",11,,
"ITC42","Como","DEATH","morti","2","femmine","5_4","altri disturbi psichici e comportamentali","2016","2016",5,,
"ITC45","Milano","DEATH","morti","9","totale","6","malattie del sistema nervoso e degli organi di senso","2016","2016",1520,,
"ITC46","Bergamo","DEATH","morti","9","totale","6","malattie del sistema nervoso e degli organi di senso","2016","2016",631,,
"ITC45","Milano","DEATH","morti","2","femmine","6_1","morbo di parkinson","2016","2016",149,,
"ITC41","Varese","DEATH","morti","1","maschi","6_2","malattia di alzheimer","2016","2016",64,,
"ITC45","Milano","DEATH","morti","9","totale","6_3","altre malattie del sistema nervoso e degli organi di senso","2016","2016",553,,
"ITC45","Milano","DEATH","morti","2","femmine","7","malattie del sistema circolatorio","2016","2016",5144,,
"ITC46","Bergamo","DEATH","morti","2","femmine","7","malattie del sistema circolatorio","2016","2016",1733,,
"ITC41","Varese","DEATH","morti","1","maschi","7_1","malattie ischemiche del cuore","2016","2016",541,,
"ITC46","Bergamo","DEATH","morti","9","totale","7_1_1","di cui infarto miocardico acuto","2016","2016",429,,
"ITC46","Bergamo","DEATH","morti","2","femmine","7_1_2","du cui altre malattie ischemiche del cuore","2016","2016",283,,
"ITC46","Bergamo","DEATH","morti","2","femmine","7_4","altre malattie del sistema circolatorio","2016","2016",342,,
"ITC47","Brescia","DEATH","morti","1","maschi","8","malattie del sistema respiratorio","2016","2016",444,,
"ITC46","Bergamo","DEATH","morti","2","femmine","8_2","polmonite","2016","2016",100,,
"ITC46","Bergamo","DEATH","morti","9","totale","8_2","polmonite","2016","2016",214,,
"ITC46","Bergamo","DEATH","morti","2","femmine","8_3","malattie croniche delle basse vie respiratorie","2016","2016",107,,
"ITC43","Lecco","DEATH","morti","9","totale","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2016","2016",98,,
"ITC45","Milano","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2016","2016",582,,
"ITC46","Bergamo","DEATH","morti","9","totale","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2016","2016",303,,
"ITC43","Lecco","DEATH","morti","2","femmine","8_4","altre malattie del sistema respiratorio","2016","2016",23,,
"ITC46","Bergamo","DEATH","morti","2","femmine","8_4","altre malattie del sistema respiratorio","2016","2016",70,,
"ITC43","Lecco","DEATH","morti","1","maschi","9","malattie dell'apparato digerente","2016","2016",53,,
"ITC46","Bergamo","DEATH","morti","2","femmine","9","malattie dell'apparato digerente","2016","2016",173,,
"ITC43","Lecco","DEATH","morti","9","totale","9_1","ulcera dello stomaco, duodeno e digiuno","2016","2016",7,,
"ITC45","Milano","DEATH","morti","1","maschi","9_1","ulcera dello stomaco, duodeno e digiuno","2016","2016",15,,
"ITC46","Bergamo","DEATH","morti","9","totale","9_1","ulcera dello stomaco, duodeno e digiuno","2016","2016",2,,
"ITC43","Lecco","DEATH","morti","2","femmine","9_2","cirrosi, fibrosi ed epatite cronica","2016","2016",7,,
"ITC46","Bergamo","DEATH","morti","2","femmine","9_2","cirrosi, fibrosi ed epatite cronica","2016","2016",37,,
"ITC42","Como","DEATH","morti","9","totale","9_3","altre malattie dell'apparato digerente","2016","2016",153,,
"ITC43","Lecco","DEATH","morti","1","maschi","9_3","altre malattie dell'apparato digerente","2016","2016",34,,
"ITC46","Bergamo","DEATH","morti","2","femmine","9_3","altre malattie dell'apparato digerente","2016","2016",136,,
"ITC43","Lecco","DEATH","morti","9","totale","10","malattie della cute e del tessuto sottocutaneo","2016","2016",5,,
"ITC45","Milano","DEATH","morti","1","maschi","10","malattie della cute e del tessuto sottocutaneo","2016","2016",26,,
"ITC46","Bergamo","DEATH","morti","9","totale","10","malattie della cute e del tessuto sottocutaneo","2016","2016",15,,
"ITC43","Lecco","DEATH","morti","2","femmine","11","malattie del sistema osteomuscolare e del tessuto connettivo","2016","2016",13,,
"ITC44","Sondrio","DEATH","morti","9","totale","11","malattie del sistema osteomuscolare e del tessuto connettivo","2016","2016",9,,
"ITC46","Bergamo","DEATH","morti","2","femmine","11","malattie del sistema osteomuscolare e del tessuto connettivo","2016","2016",53,,
"ITC42","Como","DEATH","morti","9","totale","11_1","artrite reumatoide a osteoartrosi","2016","2016",7,,
"ITC46","Bergamo","DEATH","morti","2","femmine","11_1","artrite reumatoide a osteoartrosi","2016","2016",21,,
"ITC42","Como","DEATH","morti","2","femmine","11_2","altre malattie del sistema osteomuscolare e del tessuto connettivo","2016","2016",13,,
"ITC43","Lecco","DEATH","morti","9","totale","11_2","altre malattie del sistema osteomuscolare e del tessuto connettivo","2016","2016",17,,
"ITC45","Milano","DEATH","morti","1","maschi","11_2","altre malattie del sistema osteomuscolare e del tessuto connettivo","2016","2016",41,,
"ITC43","Lecco","DEATH","morti","2","femmine","12","malattie dell'apparato genitourinario","2016","2016",40,,
"ITC44","Sondrio","DEATH","morti","9","totale","12","malattie dell'apparato genitourinario","2016","2016",31,,
"ITC45","Milano","DEATH","morti","9","totale","12","malattie dell'apparato genitourinario","2016","2016",564,,
"ITC42","Como","DEATH","morti","9","totale","12_1","malattie del rene e dell'uretere","2016","2016",73,,
"ITC43","Lecco","DEATH","morti","1","maschi","12_1","malattie del rene e dell'uretere","2016","2016",18,,
"ITC45","Milano","DEATH","morti","2","femmine","12_1","malattie del rene e dell'uretere","2016","2016",200,,
"ITC46","Bergamo","DEATH","morti","2","femmine","12_1","malattie del rene e dell'uretere","2016","2016",63,,
"ITC41","Varese","DEATH","morti","1","maschi","12_2","altre malattie dell'apparato genitourinario","2016","2016",27,,
"ITC42","Como","DEATH","morti","9","totale","14","alcune condizioni morbose che hanno origine nel periodo perinatale","2016","2016",10,,
"ITC45","Milano","DEATH","morti","2","femmine","14","alcune condizioni morbose che hanno origine nel periodo perinatale","2016","2016",23,,
"ITC41","Varese","DEATH","morti","1","maschi","15","malformazioni congenite ed anomalie cromosomiche","2016","2016",9,,
"ITC42","Como","DEATH","morti","2","femmine","15","malformazioni congenite ed anomalie cromosomiche","2016","2016",3,,
"ITC45","Milano","DEATH","morti","9","totale","16","sintomi, segni, risultati anomali e cause mal definite","2016","2016",521,,
"ITC41","Varese","DEATH","morti","1","maschi","16_2","cause sconosciute e non specificate","2016","2016",6,,
"ITC47","Brescia","DEATH","morti","1","maschi","16_2","cause sconosciute e non specificate","2016","2016",6,,
"ITC45","Milano","DEATH","morti","1","maschi","16_3","altri sintomi, segni, risultati anomali e cause mal definite","2016","2016",123,,
"ITC46","Bergamo","DEATH","morti","2","femmine","17","cause esterne di traumatismo e avvelenamento","2016","2016",154,,
"ITC41","Varese","DEATH","morti","1","maschi","17_1","accidenti","2016","2016",106,,
"ITC47","Brescia","DEATH","morti","1","maschi","17_1","accidenti","2016","2016",163,,
"ITC46","Bergamo","DEATH","morti","2","femmine","17_1_1","di cui accidenti di trasporto","2016","2016",17,,
"ITC46","Bergamo","DEATH","morti","2","femmine","17_1_2","di cui cadute accidentali","2016","2016",27,,
"ITC47","Brescia","DEATH","morti","1","maschi","17_1_3","di cui annegamento e sommersione accidentali","2016","2016",9,,
"ITC46","Bergamo","DEATH","morti","2","femmine","17_1_5","di cui altri accidenti","2016","2016",86,,
"ITC46","Bergamo","DEATH","morti","9","totale","17_1_5","di cui altri accidenti","2016","2016",160,,
"ITC46","Bergamo","DEATH","morti","2","femmine","17_2","suicidio e autolesione intenzionale","2016","2016",15,,
"ITC46","Bergamo","DEATH","morti","2","femmine","17_5","altre cause esterne di traumatismo e avvelenamento","2016","2016",4,,
"ITC43","Lecco","DEATH","morti","1","maschi","99","totale","2016","2016",1457,,
"ITC46","Bergamo","DEATH","morti","2","femmine","99","totale","2016","2016",5023,,
"ITC44","Sondrio","DEATH","morti","1","maschi","1","alcune malattie infettive e parassitarie","2016","2016",18,,
"ITC44","Sondrio","DEATH","morti","2","femmine","1","alcune malattie infettive e parassitarie","2016","2016",25,,
"ITC47","Brescia","DEATH","morti","1","maschi","1","alcune malattie infettive e parassitarie","2016","2016",106,,
"ITC43","Lecco","DEATH","morti","2","femmine","1_1","tubercolosi","2016","2016",1,,
"ITC44","Sondrio","DEATH","morti","1","maschi","1_1","tubercolosi","2016","2016",6,,
"ITC46","Bergamo","DEATH","morti","9","totale","1_1","tubercolosi","2016","2016",3,,
"ITC47","Brescia","DEATH","morti","1","maschi","1_1","tubercolosi","2016","2016",3,,
"ITC47","Brescia","DEATH","morti","2","femmine","1_1","tubercolosi","2016","2016",1,,
"ITC46","Bergamo","DEATH","morti","1","maschi","1_2","aids (malattia da hiv)","2016","2016",7,,
"ITC47","Brescia","DEATH","morti","1","maschi","1_2","aids (malattia da hiv)","2016","2016",11,,
"ITC43","Lecco","DEATH","morti","9","totale","1_3","epatite virale","2016","2016",15,,
"ITC44","Sondrio","DEATH","morti","2","femmine","1_3","epatite virale","2016","2016",4,,
"ITC46","Bergamo","DEATH","morti","9","totale","1_3","epatite virale","2016","2016",53,,
"ITC47","Brescia","DEATH","morti","1","maschi","1_3","epatite virale","2016","2016",19,,
"ITC43","Lecco","DEATH","morti","2","femmine","1_4","altre malattie infettive e parassitarie","2016","2016",27,,
"ITC44","Sondrio","DEATH","morti","1","maschi","1_4","altre malattie infettive e parassitarie","2016","2016",10,,
"ITC46","Bergamo","DEATH","morti","2","femmine","1_4","altre malattie infettive e parassitarie","2016","2016",62,,
"ITC46","Bergamo","DEATH","morti","9","totale","1_4","altre malattie infettive e parassitarie","2016","2016",120,,
"ITC47","Brescia","DEATH","morti","1","maschi","1_4","altre malattie infettive e parassitarie","2016","2016",73,,
"ITC47","Brescia","DEATH","morti","2","femmine","1_4","altre malattie infettive e parassitarie","2016","2016",85,,
"ITC47","Brescia","DEATH","morti","1","maschi","2","tumori","2016","2016",2116,,
"ITC46","Bergamo","DEATH","morti","9","totale","2_1","tumori maligni","2016","2016",3164,,
"ITC47","Brescia","DEATH","morti","1","maschi","2_1","tumori maligni","2016","2016",2028,,
"ITC47","Brescia","DEATH","morti","2","femmine","2_1","tumori maligni","2016","2016",1590,,
"ITC46","Bergamo","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2016","2016",18,,
"ITC47","Brescia","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2016","2016",56,,
"ITC46","Bergamo","DEATH","morti","9","totale","2_1_3","di cui tumori maligni dello stomaco","2016","2016",238,,
"ITC47","Brescia","DEATH","morti","1","maschi","2_1_3","di cui tumori maligni dello stomaco","2016","2016",139,,
"ITC46","Bergamo","DEATH","morti","2","femmine","2_1_4","di cui tumori maligni del colon, del retto e dell'ano","2016","2016",121,,
"ITC46","Bergamo","DEATH","morti","9","totale","2_1_4","di cui tumori maligni del colon, del retto e dell'ano","2016","2016",286,,
"ITC47","Brescia","DEATH","morti","1","maschi","2_1_4","di cui tumori maligni del colon, del retto e dell'ano","2016","2016",198,,
"ITC47","Brescia","DEATH","morti","2","femmine","2_1_5","di cui tumori maligni del fegato e dei dotti biliari intraepatici","2016","2016",122,,
"ITC46","Bergamo","DEATH","morti","9","totale","2_1_6","di cui tumori maligni del pancreas","2016","2016",278,,
"ITC47","Brescia","DEATH","morti","2","femmine","2_1_6","di cui tumori maligni del pancreas","2016","2016",128,,
